Checked,Protein FDR Confidence: Combined,Accession,Description,# Peptides,# PSMs,# Unique Peptides,Ensembl Gene ID,Gene Symbol,# Razor Peptides,Abundance Ratio: (PBS) / (NaCl),Abundance Ratio (log2): (PBS) / (NaCl),Abundance Ratio P-Value: (PBS) / (NaCl),Abundance Ratio Adj. P-Value: (PBS) / (NaCl),Abundance Ratio Variability [%]: (PBS) / (NaCl),Abundance Ratio Weight: (PBS) / (NaCl),Abundances (Grouped): NaCl,Abundances (Grouped): PBS,Abundances (Grouped) CV [%]: NaCl,Abundances (Grouped) CV [%]: PBS,Abundances (Grouped) Count: NaCl,Abundances (Grouped) Count: PBS,"Abundances (Scaled): F25: Sample, NaCl","Abundances (Scaled): F26: Sample, NaCl","Abundances (Scaled): F27: Sample, NaCl","Abundances (Scaled): F28: Sample, NaCl","Abundances (Scaled): F29: Sample, NaCl","Abundances (Scaled): F30: Sample, NaCl","Abundances (Scaled): F31: Sample, NaCl","Abundances (Scaled): F32: Sample, NaCl","Abundances (Scaled): F17: Sample, PBS","Abundances (Scaled): F18: Sample, PBS","Abundances (Scaled): F19: Sample, PBS","Abundances (Scaled): F20: Sample, PBS","Abundances (Scaled): F21: Sample, PBS","Abundances (Scaled): F22: Sample, PBS","Abundances (Scaled): F23: Sample, PBS","Abundances (Scaled): F24: Sample, PBS","Abundances (Normalized): F25: Sample, NaCl","Abundances (Normalized): F26: Sample, NaCl","Abundances (Normalized): F27: Sample, NaCl","Abundances (Normalized): F28: Sample, NaCl","Abundances (Normalized): F29: Sample, NaCl","Abundances (Normalized): F30: Sample, NaCl","Abundances (Normalized): F31: Sample, NaCl","Abundances (Normalized): F32: Sample, NaCl","Abundances (Normalized): F17: Sample, PBS","Abundances (Normalized): F18: Sample, PBS","Abundances (Normalized): F19: Sample, PBS","Abundances (Normalized): F20: Sample, PBS","Abundances (Normalized): F21: Sample, PBS","Abundances (Normalized): F22: Sample, PBS","Abundances (Normalized): F23: Sample, PBS","Abundances (Normalized): F24: Sample, PBS","Abundance: F25: Sample, NaCl","Abundance: F26: Sample, NaCl","Abundance: F27: Sample, NaCl","Abundance: F28: Sample, NaCl","Abundance: F29: Sample, NaCl","Abundance: F30: Sample, NaCl","Abundance: F31: Sample, NaCl","Abundance: F32: Sample, NaCl","Abundance: F17: Sample, PBS","Abundance: F18: Sample, PBS","Abundance: F19: Sample, PBS","Abundance: F20: Sample, PBS","Abundance: F21: Sample, PBS","Abundance: F22: Sample, PBS","Abundance: F23: Sample, PBS","Abundance: F24: Sample, PBS","Abundances Count: F25: Sample, NaCl","Abundances Count: F26: Sample, NaCl","Abundances Count: F27: Sample, NaCl","Abundances Count: F28: Sample, NaCl","Abundances Count: F29: Sample, NaCl","Abundances Count: F30: Sample, NaCl","Abundances Count: F31: Sample, NaCl","Abundances Count: F32: Sample, NaCl","Abundances Count: F17: Sample, PBS","Abundances Count: F18: Sample, PBS","Abundances Count: F19: Sample, PBS","Abundances Count: F20: Sample, PBS","Abundances Count: F21: Sample, PBS","Abundances Count: F22: Sample, PBS","Abundances Count: F23: Sample, PBS","Abundances Count: F24: Sample, PBS","Found in Sample: [S25] F25: Sample, NaCl","Found in Sample: [S26] F26: Sample, NaCl","Found in Sample: [S27] F27: Sample, NaCl","Found in Sample: [S28] F28: Sample, NaCl","Found in Sample: [S29] F29: Sample, NaCl","Found in Sample: [S30] F30: Sample, NaCl","Found in Sample: [S31] F31: Sample, NaCl","Found in Sample: [S32] F32: Sample, NaCl","Found in Sample: [S17] F17: Sample, PBS","Found in Sample: [S18] F18: Sample, PBS","Found in Sample: [S19] F19: Sample, PBS","Found in Sample: [S20] F20: Sample, PBS","Found in Sample: [S21] F21: Sample, PBS","Found in Sample: [S22] F22: Sample, PBS","Found in Sample: [S23] F23: Sample, PBS","Found in Sample: [S24] F24: Sample, PBS"
FALSE,High,Q9VKW5,Post-proline cleaving enzyme OS=Drosophila melanogaster OX=7227 GN=Dmel\CG5355 PE=1 SV=2,8,39,8,FBgn0032242,CG5355,0,0.63,-0.67,0.442790895,0.733244368,68.44,22.83103164,136,64,17.76,48.54,8,8,140.6,117.6,137.4,152.5,103.3,103.9,145.7,170.2,63.1,46.3,101.4,113.4,28.1,26.1,82.7,67.8,8863873.385,7410646.302,8657807.318,9611509.734,6511321.052,6550548.313,9183661.175,10727554.4,3977750.298,2919128.151,6391526.887,7148492.24,1770917.576,1644310.337,5213976.877,4271244.904,4224287.914,3546292.563,8099220.125,9220161.313,5659806.656,6550548.313,5873051.453,3839367.063,1626770.039,1282381.414,2763002.494,3513423.914,999009.8828,956036.1484,2002539.617,1768266.258,7,7,7,7,7,7,7,7,4,3,5,4,3,3,4,5,High,High,High,High,High,High,High,High,High,Peak Found,High,High,Peak Found,Peak Found,High,High
FALSE,Low,Q9V9X7,Polyribonucleotide nucleotidyltransferase OS=Drosophila melanogaster OX=7227 GN=PNPase PE=2 SV=2,1,6,1,FBgn0039846,CG11337; PNPase,0,0.215,-2.22,0.023878587,0.080620047,43.86,21.18420522,164.7,35.3,21.97,29.47,8,8,147.7,132.2,127.9,123.6,199.6,183.8,199,210.7,43,47.2,38.4,43,20.9,20.9,29.5,32.5,2625297.887,2349749.297,2273860.406,2196525.914,3547765.573,3266401.75,3537393.95,3745043.609,763323.7523,839259.3018,683005.7712,763379.0126,371260.2117,370658.5339,524910.8463,577401.1944,1251147.625,1124449.625,2127154.75,2107090.75,3083808.5,3266401.75,2262202,1340342.5,312174.5,368689.0313,295257.5625,375194.375,209435.2813,215508.5625,201603.2656,239040.1563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,High,High,Peak Found,Peak Found,High,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found
FALSE,High,P21187,Polyadenylate-binding protein OS=Drosophila melanogaster OX=7227 GN=pAbp PE=1 SV=3,20,99,20,FBgn0265297,pAbp,0,0.524,-0.93,0.003242684,0.013774746,96.4,25.19492338,138,62,70.73,37.89,8,8,59.8,57.8,329.6,325.9,126.8,118.3,110.9,111.3,53,54.1,46.8,50.1,22.4,14.7,62.3,56.2,20716494.89,20019449.38,114153190.8,112884761.2,43927378.32,40987856.42,38417922.49,38549336.65,18354009.28,18735323.76,16200653.33,17357111.66,7749476.376,5099811.976,21590710.73,19478565.25,9872934.234,9580112.387,106788218.6,108288472.5,38182799.8,40987856.42,24568680.31,13796718.98,7506190.727,8230481.75,7003404.094,8530874.641,4371634,2965136.5,8292375.402,8063993.156,15,16,21,21,20,19,17,20,14,12,10,11,6,5,14,12,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,Q7KNR7,"Photoreceptor dehydrogenase, isoform C OS=Drosophila melanogaster OX=7227 GN=Pdh PE=1 SV=1",1,2,1,FBgn0011693,Pdh,0,0.325,-1.62,0.193069966,0.427451846,54.92,18.50776778,149.3,50.7,41.52,33.18,6,2,,,162.9,241.3,172.8,148,359.2,373.3,,,,,,,88,54.5,,,339297.9998,502639.6432,360074.765,308375.25,748261.3335,777772.7022,,,,,,,183270.3262,113617.4836,,,317407.0625,482173.8438,312986.1875,308375.25,478521.2813,278363.0625,,,,,,,70388.89844,47036.86328,,,1,1,1,1,1,1,,,,,,,1,1,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found
FALSE,Low,Q9VHF2,Phosphotriesterase-related protein OS=Drosophila melanogaster OX=7227 GN=CG18473 PE=2 SV=1,1,2,1,FBgn0037683,CG18473,0,100,6.64,1E-17,7.64322E-17,,,,200,,1.16,,2,,,,,,,,,,,,,806.6,793.4,,,,,,,,,,,,,,,472915.3481,465205.9745,,,,,,,,,,,,,,,266780.9688,270480.4063,,,,,,,,,,,,,,,1,1,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found
FALSE,High,Q7JYW9,Phosphotransferase OS=Drosophila melanogaster OX=7227 GN=Hex-C PE=1 SV=1,9,30,9,FBgn0001187,Hex-C,0,0.833,-0.26,0.944945719,0.977883578,91.91,22.40663832,114.2,85.8,59.27,49.32,8,8,75.7,75,102.9,104.5,244.4,236.8,75,74.8,87.1,82.9,50.6,36.7,128.4,131.3,53,40.8,4391565.885,4347580.625,5967137.623,6062730.412,14171643.44,13735144.5,4350447.01,4340264.321,5050442.929,4809995.638,2935890.965,2130082.167,7444463.756,7615454.306,3074099.807,2365724.022,2092904.297,2080492.336,5582147.922,5815876.375,12318354.64,13735144.5,2782158.297,1553370.625,2065466.313,2113044.953,1269160.594,1046917.5,4199570.305,4427783.148,1180673.945,979393.6094,3,4,5,5,8,8,5,5,5,7,1,1,5,5,5,3,Peak Found,Peak Found,High,High,High,High,High,High,High,High,Peak Found,Peak Found,High,High,Peak Found,Peak Found
FALSE,High,Q9W330,Phosphotransferase OS=Drosophila melanogaster OX=7227 GN=Hex-A PE=1 SV=1,14,80,14,FBgn0001186,Hex-A,0,0.532,-0.91,0.03555705,0.112554158,79.49,24.30902998,143.7,56.3,15.44,52.32,8,8,152.2,150.7,121.5,113.9,170.1,167.6,123.5,129.6,76,72.1,94.7,100.4,41.7,38.1,23,25,26382455.33,26121872.21,21058082.84,19742046.41,29473265.78,29045912.09,21401961.24,22463810.96,13170730.4,12496014.29,16410532.46,17398059.04,7223744.3,6603559.64,3986663.975,4324417.297,12573181.31,12500367.36,19699450.69,18938216.53,25618915.81,29045912.09,13686787.56,8039746.313,5386398.844,5489535.109,7094133.047,8550999.938,4075058.063,3839446.594,1531163.781,1790279.266,11,10,12,10,12,13,9,10,8,9,8,8,7,5,7,6,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,P35421,Phosphoribosylformylglycinamidine synthase OS=Drosophila melanogaster OX=7227 GN=Pfas PE=1 SV=2,2,7,2,FBgn0000052,ade2,0,0.875,-0.19,0.893352761,0.959109942,38.96,18.97818519,107.4,92.6,36.58,30.1,6,2,,,218.7,132.8,297.1,285.1,190.7,115.2,141.9,218.6,,,,,,,,,478374.1468,290484.4912,649818.3891,623634.5,417202.8165,251914.7089,310354.9364,478189.1203,,,,,,,,,447510.25,278656.9375,564838.75,623634.5,266805.75,90159.69531,126925.0391,210069.8594,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,Not Found,Not Found,High,Peak Found,High,High,High,Peak Found,Peak Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,Q8IML0,Phospholipase A2 OS=Drosophila melanogaster OX=7227 GN=Dmel\CG14507 PE=3 SV=2,2,8,2,FBgn0039655,CG14507,0,0.574,-0.8,0.576839476,0.830452289,94.31,20.84289356,165.9,34.1,54.76,39.76,7,2,98.8,176,56.7,,245.3,210.9,356.5,365.5,,,32.5,,57.9,,,,1221222.709,2174086.861,700090.1405,,3030187.17,2606169.25,4404040.921,4515429.074,,,401539.6009,,715591.8074,,,,582002.4844,1040388.078,654921.5,,2633916.125,2606169.25,2816432.188,1616061.688,,,173582.1406,,403679.5938,,,,2,2,1,,2,2,2,2,,,1,,1,,,,Peak Found,High,Peak Found,Not Found,High,High,High,High,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found
FALSE,Medium,Q5U0V7,Phosphoinositide 5-phosphatase OS=Drosophila melanogaster OX=7227 GN=Synj PE=1 SV=1,1,9,1,FBgn0034691,synj,0,2.132,1.09,0.080757232,0.22476075,36.82,23.45272758,60,140,16.39,47.79,8,7,88.8,80.4,70.2,64.4,60.4,61,91.6,76.8,181.9,171.3,199.4,197.7,4.3,,128.8,123,7848246.565,7104635.864,6202454.982,5689705.723,5343104.528,5394632.5,8095485.118,6787724.506,16082788.36,15146753.53,17624714.32,17480274.21,381035.477,,11387673.03,10870997.94,3740267,3399854.25,5802283,5458040,4644363,5394632.5,5177151,2429311,6577335.5,6654012.5,7619013.5,8591408,214949.7031,,4373680,4500519,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,High,High,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,High,Peak Found,Not Found,High,High
FALSE,Medium,O46094,Phosphoinositide 5-phosphatase OS=Drosophila melanogaster OX=7227 GN=Ocrl PE=1 SV=1,1,2,1,FBgn0023508,Ocrl,0,1.282,0.36,0.427598945,0.721840172,24.21,25.31337424,88.1,111.9,19.99,15.27,8,8,113.2,108,77.8,78.7,68.1,68.1,93.8,99.7,109.8,101.6,136.8,137.5,108.4,110.3,94.1,94.1,42483558.98,40537852.03,29212103.9,29514943.45,25556103.21,25557828,35206852.43,37406781.15,41184313.56,38114748.69,51322975.39,51595208.99,40671348.68,41384278.13,35318429.12,35317835.48,20246542,19398994,27327388,28313194,22214018,25557828,22515166,13387801,16843040,16743919,22186484,25358612,22943518,24061678,13564800,14621343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found
FALSE,High,Q9VGB6,Phosphoglycerate mutase OS=Drosophila melanogaster OX=7227 GN=Pglym87 PE=3 SV=1,17,198,15,FBgn0011270,Pglym87,2,0.868,-0.2,0.331996751,0.624747005,74.06,29.14274576,110.4,89.6,6.95,43.48,8,8,129.5,131.7,109.9,113.6,112.1,116.4,119.8,126.5,106.2,104.3,94.3,92.2,24.8,23.6,97.4,97.8,604052453.3,614315506.5,512590486.1,530255136.3,523032110.1,543190137.8,558875891,590304252.5,495399767.9,486833817.1,439983644.2,430086774.7,115496595.7,110107512.7,454590266.3,456571690.2,287875443.1,293974698.4,479519008.5,508664926.6,454632876.3,543190137.8,357407225.9,211268535.2,202602335.3,213867499.6,190201172.2,211384038.5,65153930.43,64018792.52,174595139.1,189017565.7,17,17,17,17,19,19,18,16,18,18,12,12,8,8,12,13,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,Q9VAN7,Phosphoglycerate mutase OS=Drosophila melanogaster OX=7227 GN=Pglym78 PE=1 SV=2,4,27,2,FBgn0014869,Pglym78,0,0.655,-0.61,0.656106602,0.871096199,53.23,22.22931989,123,77,33.49,16.34,8,8,60.8,51.4,160.1,140.2,126.8,133.3,139.2,129.9,84.5,80,90.5,88.8,80.1,104.7,61.4,68.2,2195722.698,1855269.017,5781297.082,5064482.22,4580878.463,4814598.5,5026658.433,4690926.325,3053365.003,2890314.798,3267443.966,3205817.482,2894395.437,3782855.192,2215927.008,2461693.862,1046423.438,887820.9063,5408297.5,4858273.5,3981816.625,4814598.5,3214602.875,1678871.75,1248726.625,1269723.625,1412488.125,1575632.375,1632786.125,2199430.5,851074.2813,1019124.469,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found
FALSE,High,Q86BN5,Phosphoglycerate mutase OS=Drosophila melanogaster OX=7227 GN=Dmel\CG7059 PE=3 SV=1,14,113,14,FBgn0038957,CG7059,0,0.986,-0.02,0.707779612,0.892178502,37.07,27.18750053,95.3,104.7,10.04,37.82,8,8,123.7,117.1,99.7,100.4,98.5,93,109.8,99.6,125.8,119.7,117.3,113.7,40,36.5,106.3,98.8,153561510.2,145415403.3,123833871.9,124681938.1,122336070.2,115451140.8,136313834.8,123738448.5,156273154.9,148670350,145722449.5,141142014.5,49691798.67,45376512.68,132054395.7,122688835.8,73183359.39,69587124.02,115844318.4,119605308,106337638.6,115451140.8,87174183.59,44285706.31,63910619.65,65311313.45,62994570.55,69370115.02,28032133.53,26382846,50718322.16,50792341.22,11,11,11,11,13,13,9,10,12,13,13,13,10,10,12,11,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,Q01604,Phosphoglycerate kinase OS=Drosophila melanogaster OX=7227 GN=Pgk PE=2 SV=2,9,46,9,FBgn0250906,Pgk,0,0.67,-0.58,0.031865153,0.10225084,75.5,25.56667014,101.4,98.6,12.41,15.79,8,8,88.2,85.3,119,120.1,111.1,105.6,100.1,100.7,112.1,107.1,110.9,106.1,88.2,94.7,74.5,76.4,34754015.56,33627414.89,46900510.18,47314312.4,43773525.35,41599698.88,39441490.51,39699984.1,44190461.32,42197772.62,43721474.87,41795096.25,34765458.26,37301690.88,29353498.11,30114492.93,16562845.78,16092071.66,43874568,45387832.38,38049066.88,41599698.88,25223263.22,14208533.06,18072456.31,18537603.19,18900420.23,20541938.88,19611887.56,21687977.06,11273840.34,12467194.67,7,8,8,8,8,8,7,8,6,7,7,5,4,5,5,6,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,Peak Found,High,High
FALSE,High,Q9VQF4,Phosphoglycerate kinase OS=Drosophila melanogaster OX=7227 GN=Dmel\CG9961 PE=1 SV=2,28,439,28,FBgn0031451,CG9961,0,1.027,0.04,0.852749698,0.949782242,81.96,29.37943798,98.4,101.6,6.61,19.13,8,8,105.9,99.7,111.5,110.8,102.1,97.6,99.1,91.8,112.1,112.5,112.8,110.3,71.7,66.8,98.3,97,626603698.2,589736475.1,659550168.9,655679244.4,604302545.8,577660433.9,586096306.9,543014761.4,663081743.9,665894733.7,667154907.3,652816922.4,423955819.2,395411438.9,581832572,574233406,298622770.7,282212642.5,616997099.3,628982186,525275215.9,577660433.9,374814978.6,194343735.1,271178790.4,292529476.6,288405369.4,320854036,239161923.1,229900415.1,223465274.9,237728713.5,29,26,28,29,28,28,27,26,30,30,24,24,20,21,24,24,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,Q9VUY9,Phosphoglucomutase OS=Drosophila melanogaster OX=7227 GN=Pgm1 PE=1 SV=1,12,27,12,FBgn0003076,Pgm,0,0.795,-0.33,0.690347026,0.887460075,70.48,23.21440601,130.7,69.3,37.96,62.63,6,8,,,148.3,135.1,266.6,276.4,123.8,146.4,79.2,99.5,40.3,77,107.8,84.2,8.9,6.6,,,8534600.903,7777693.293,15346453.75,15909000.94,7122816.792,8426926.235,4558104.585,5725886.81,2318794.936,4429946.228,6204023.438,4847953.328,510225.9563,379968.6316,,,7983962.781,7461011.723,13339529.78,15909000.94,4555119,3015977.531,1864116,2515398.586,1002395.25,2177281.375,3499813.211,2818700.656,195963.2188,157304.4219,,,10,9,11,11,8,9,3,6,1,2,5,3,2,1,Not Found,Not Found,High,High,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found
FALSE,High,A1Z9V3,Phosphoglucomutase 2b OS=Drosophila melanogaster OX=7227 GN=Pgm2b PE=3 SV=1,42,497,42,FBgn0033969,CG10202,0,1.107,0.15,0.86953174,0.95605771,63.05,30.16921093,97.2,102.8,3.91,13.93,8,8,101.4,101,96.7,94.7,93.7,92.8,102.3,100.1,106.3,105.5,118.9,118.7,84.7,79.2,101,102.7,1027482448,1023285692,979508686.1,958802606.2,948934956.2,940240537.2,1036618152,1014283895,1076560089,1068988855,1203911994,1202702777,858086797.4,801810438.1,1023390738,1040565490,489670993.4,489683395,916312430.1,919763381.7,824838514.2,940240537.2,662928610.9,363009874.9,440277937.7,469609886.5,520440874.5,591118316.7,484063856.2,466189225.7,393055156.4,430787015.6,39,37,41,41,46,47,37,36,37,37,28,28,16,20,30,29,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,A1Z7P1,Phosphoglucomutase 2a OS=Drosophila melanogaster OX=7227 GN=Pgm2a PE=1 SV=1,55,812,55,FBgn0033377,Pmm45A,0,1.474,0.56,0.134234948,0.32877835,119.48,31.15923581,93.7,106.3,4.67,8.61,8,8,98.8,96.9,89.8,87.3,90,88.9,95.5,95.7,97.9,97.2,104.1,103.5,116.5,124.5,107.3,106.2,2085845462,2044056339,1894590074,1841514127,1899608491,1875939320,2016190388,2018828830,2066325599,2050426710,2197294450,2183729741,2458074816,2627089615,2265391129,2242075268,994058849.3,978163239.2,1772354303,1766533852,1651188245,1875939320,1289375736,722534198.3,845059725.7,900758365.8,949871627.2,1073284832,1386648971,1527444412,870072037.5,928203868.6,55,52,50,54,70,71,52,48,56,60,30,33,37,38,41,42,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,Q8IP79,"Phosphoethanolamine cytidylyltransferase, isoform C OS=Drosophila melanogaster OX=7227 GN=Pect PE=1 SV=2",1,2,1,FBgn0032482,Pect,0,1.048,0.07,0.612388314,0.851410079,27.22,20.87275993,97.7,102.3,74.6,,3,1,,,577.5,471.5,,57.1,,,493.9,,,,,,,,,,1694792.678,1383684.359,,167484.3906,,,1449425.725,,,,,,,,,,1585447.5,1327345.375,,167484.3906,,,592767.8125,,,,,,,,,,1,1,,1,,,1,,,,,,,,Not Found,Not Found,High,High,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,B7YZV3,Phosphodiesterase OS=Drosophila melanogaster OX=7227 GN=Pde1c PE=1 SV=2,12,59,12,FBgn0264815,Pde1c,0,0.931,-0.1,0.692694899,0.887460075,71.25,24.71095136,117.5,82.5,4.96,31.3,8,8,120.9,128.3,129,129.9,114,117.6,120.3,117.7,92.4,91.5,78.4,71.2,37.1,47.9,102,101.8,26851641.63,28480331.85,28655852.56,28845908.14,25306319.17,26108894.5,26718295.02,26139695.71,20507086.04,20312173.72,17410027.21,15820512.32,8242744.473,10642306.73,22639968.33,22609230.01,12796783.11,13628985.23,26807025.06,27671399.56,21996899.33,26108894.5,17086640.98,9355337.016,8386728.845,8923196.482,7526206.094,7775648.969,4649896.359,6187657.953,8695365.281,9360067.016,11,11,9,10,10,10,11,9,8,9,6,6,4,4,7,7,High,High,High,High,High,High,High,High,Peak Found,High,High,High,Peak Found,Peak Found,High,High
FALSE,Medium,Q9VCE0,"Phosphatidylserine decarboxylase proenzyme, mitochondrial OS=Drosophila melanogaster OX=7227 GN=Pisd PE=1 SV=1",1,6,1,FBgn0026576,CG5991,0,0.01,-6.64,1E-17,7.64322E-17,,,200,,23.89,,8,,170.6,128.1,241.5,225.8,187.9,167.3,279.6,199,,,,,,,,,541143.7081,406145.9531,765922.4025,716061.7567,595953.738,530672.375,886791.6632,631088.984,,,,,,,,,257894.7969,194357.1875,716506.375,686906.125,518018.2188,530672.375,567112.9375,225865.2969,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,High,Peak Found,High,High,High,High,High,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,Q8I0B7,Phosphatidylinositol 4-kinase type 2 OS=Drosophila melanogaster OX=7227 GN=Pi4KIIalpha PE=2 SV=1,8,42,8,FBgn0037339,Pi4KIIalpha,0,0.947,-0.08,0.927992482,0.970420465,28.16,23.41657743,105.9,94.1,14.28,32.43,8,8,95.9,92.1,118.5,113.1,109.2,98.5,127.1,137.7,103,104.5,124.1,94.9,48.3,42.3,104,87,8336606.419,8001665.548,10299311.46,9831449.864,9490236.216,8560053.625,11043241.2,11965998.58,8948664.627,9078453.743,10787382.8,8244737.045,4195197.976,3677436.912,9037225.637,7561863.9,3973006.406,3829119.063,9634817.172,9431146.219,8249155.844,8560053.625,7062273.156,4282603.391,3659711.75,3988190.906,4663293.469,4052219.031,2366594.75,2138138.125,3470940.281,3130560.078,6,7,8,8,8,8,8,7,7,7,7,6,3,4,7,7,High,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,High,High
FALSE,High,Q86BN8,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Drosophila melanogaster OX=7227 GN=PTPMT1 PE=2 SV=1,1,3,1,FBgn0039111,Plip; PTPMT1,0,0.959,-0.06,0.801767768,0.924691945,48.65,18.72029958,97.8,102.2,56.16,14.86,6,3,,,238.4,388.9,113.8,170.8,108,132.1,124.4,166.9,,,156.8,,,,,,506554.1148,826175.9887,241810.0608,362793.75,229423.7907,280609.1426,264301.6164,354529.9189,,,333183.8939,,,,,,473872.0938,792536.875,210187.4844,362793.75,146719.0156,100429.3672,108090.7344,155746.0156,,,187955.6719,,,,,,1,1,1,1,1,1,1,1,,,1,,,,Not Found,Not Found,High,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found
FALSE,Low,Q9VCA5,Phenylalanine--tRNA ligase beta subunit OS=Drosophila melanogaster OX=7227 GN=beta-PheRS PE=1 SV=1,1,1,1,FBgn0039175,CG5706; beta-PheRS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,Q9V521,Phenoloxidase 2 OS=Drosophila melanogaster OX=7227 GN=PPO2 PE=1 SV=1,5,14,5,FBgn0033367,CG8193; proPO45; PPO2,0,0.367,-1.45,0.183053237,0.41247996,57.72,21.26178284,167.8,32.2,56.04,86.09,8,5,62.5,110.4,174.6,173.7,122.5,110.4,338.9,302.7,,101.8,28,16,,,38.5,19.9,1293848.2,2284006.134,3613171.109,3594981.325,2535783.706,2285709.625,7013277.856,6265024.56,,2107588.015,579541.2882,330340.5238,,,797250.4169,412306.0454,616613.875,1092988.875,3380055.375,3448605.75,2204168,2285709.625,4485067.656,2242237.891,,925869.4922,250530.75,162359.5938,,,306201.1172,170691.8906,2,4,3,3,3,3,4,4,,3,1,1,,,2,1,Peak Found,High,High,High,High,High,High,High,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found
FALSE,Medium,X2JG03,"Phantom, isoform B OS=Drosophila melanogaster OX=7227 GN=phm PE=3 SV=1",1,4,1,FBgn0004959,phm,0,0.401,-1.32,0.001135639,0.00527569,80.86,24.58793719,138.2,61.8,62.76,62.9,8,8,63.9,70.7,110.6,128.2,95.1,137.8,249.9,327.5,90,98.9,7.6,9.4,55.6,57.2,46.7,51.1,11861553.35,13117216.26,20524716.23,23789796.69,17648795.42,25580678,46390086.31,60784648.52,16700785.11,18353994.03,1402065.921,1739882.342,10320756.78,10615237.77,8671770.11,9479523.928,5652903,6277116,19200496,22821156,15340784,25580678,29666966,21754686,6830076,8062962.5,606101.125,855137.5625,5822144.5,6171919.5,3330579.25,3924458.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,High,High,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found
FALSE,Medium,Q9VDQ7,Phagocyte signaling-impaired protein OS=Drosophila melanogaster OX=7227 GN=psidin PE=2 SV=1,1,3,1,FBgn0243511,psidin,0,1.077,0.11,0.842341939,0.942406833,31.34,23.47750039,95.2,104.8,15.98,61.88,8,8,127.4,113.3,93.4,90.2,96.1,81.3,123.4,112.4,118.1,105.4,156.3,145.5,2,5.9,118.9,110.6,11798973.29,10488329.79,8650654.719,8351599.088,8894511.274,7528781,11427489.29,10404703.59,10933092.55,9755145.394,14471460.97,13469167.03,182438.8518,545071.9215,11012738.88,10239128.83,5623079,5019088,8092529,8011550,7731336.5,7528781,7308004,3723819.5,4471278,4285463.5,6255889,6619982.5,102917.3906,316916.125,4229678.5,4238929.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found
