##Dmel_gene_ID,Dmel_gene_symbol,Human_gene_HGNC_ID,Human_gene_OMIM_ID,Human_gene_symbol,DIOPT_score,OMIM_Phenotype_IDs,OMIM_Phenotype_IDs[name]
FBgn0035268,CG8001,HGNC:29175,,WDTC1,3,,
FBgn0035268,CG8001,HGNC:24891,OMIM:615820,DCAF8,12,610100,"610100[GIANT AXONAL NEUROPATHY 2, AUTOSOMAL DOMINANT; GAN2]"
FBgn0035268,CG8001,HGNC:31810,,DCAF8L1,11,,
FBgn0035268,CG8001,HGNC:31811,,DCAF8L2,8,,
FBgn0035273,CG12020,HGNC:14887,OMIM:611328,DNAJB5,3,,
FBgn0035273,CG12020,HGNC:5270,OMIM:604572,DNAJB1,3,,
FBgn0035273,CG12020,HGNC:30718,OMIM:610263,DNAJB13,6,617091,"617091[CILIARY DYSKINESIA, PRIMARY, 34; CILD34]"
FBgn0035273,CG12020,HGNC:14886,OMIM:611327,DNAJB4,3,,
FBgn0024510,dlt,HGNC:1713,OMIM:607465,CDAN1,12,224120,"224120[ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ia; CDAN1A]"
FBgn0013811,Dhc62B,HGNC:2949,OMIM:603334,DNAH3,3,,
FBgn0013811,Dhc62B,HGNC:18661,OMIM:610061,DNAH7,3,,
FBgn0013811,Dhc62B,HGNC:2943,OMIM:603340,DNAH12,6,,
FBgn0035262,CG18171,HGNC:11693,OMIM:186975,TCTE1,3,,
FBgn0026372,RpL23A,HGNC:10317,OMIM:602326,RPL23A,10,,
FBgn0025725,alphaCOP,HGNC:2230,OMIM:601924,COPA,14,616414,"616414[AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE; AILJK]"
FBgn0035245,GC,HGNC:4247,OMIM:137167,GGCX,14,"277,450,610,842","277450[VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1; VKCFD1],610842[PSEUDOXANTHOMA ELASTICUM-LIKE DISORDER WITH MULTIPLE COAGULATION FACTOR DEFICIENCY]"
FBgn0035283,CG12024,HGNC:31350,,CUEDC1,13,,
FBgn0035298,SCOT,HGNC:18606,OMIM:610289,OXCT2,13,,
FBgn0035298,SCOT,HGNC:8527,OMIM:601424,OXCT1,15,245050,245050[SUCCINYL-CoA:3-OXOACID-CoA TRANSFERASE DEFICIENCY; SCOTD]
FBgn0004636,Rap1,HGNC:9855,OMIM:179520,RAP1A,14,,
FBgn0004636,Rap1,HGNC:9857,OMIM:179530,RAP1B,12,,
FBgn0004636,Rap1,HGNC:0,,RAP1BL,4,,
FBgn0035317,Oseg2,HGNC:30391,OMIM:607386,IFT172,14,"615,630,616,394","615630[SHORT-RIB THORACIC DYSPLASIA 10 WITH OR WITHOUT POLYDACTYLY; SRTD10],616394[RETINITIS PIGMENTOSA 71; RP71]"
FBgn0035336,CG9004,HGNC:13244,OMIM:611269,NOM1,14,,
FBgn0015360,oxt,HGNC:15517,OMIM:608125,XYLT2,14,"264,800,605,822","264800[PSEUDOXANTHOMA ELASTICUM; PXE],605822[SPONDYLOOCULAR SYNDROME; SOS]"
FBgn0015360,oxt,HGNC:15516,OMIM:608124,XYLT1,14,"264,800,615,777","264800[PSEUDOXANTHOMA ELASTICUM; PXE],615777[DESBUQUOIS DYSPLASIA 2; DBQD2]"
FBgn0035321,CG1275,HGNC:20797,OMIM:605745,CYBRD1,12,,
FBgn0035321,CG1275,HGNC:2571,OMIM:600019,CYB561,11,618182,618182[ORTHOSTATIC HYPOTENSION 2; ORTHYP2]
FBgn0035321,CG1275,HGNC:23014,OMIM:618757,CYB561A3,7,,
FBgn0035308,CG15822,HGNC:18379,,SESTD1,11,,
FBgn0062517,CG16984,HGNC:28388,OMIM:611025,ENKUR,13,,
FBgn0035355,CG16985,HGNC:20999,OMIM:615652,ACOT13,14,,
FBgn0035356,CG16986,HGNC:20999,OMIM:615652,ACOT13,15,,
FBgn0053233,CG33233,HGNC:8494,OMIM:604047,SLC22A13,4,,
FBgn0053233,CG33233,HGNC:10970,OMIM:607582,SLC22A6,3,,
FBgn0053233,CG33233,HGNC:20302,OMIM:608276,SLC22A16,3,,
FBgn0053233,CG33233,HGNC:10968,OMIM:604190,SLC22A4,3,180300,180300[RHEUMATOID ARTHRITIS; RA]
FBgn0053233,CG33233,HGNC:10969,OMIM:603377,SLC22A5,3,212140,"212140[CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP]"
FBgn0053233,CG33233,HGNC:8495,OMIM:604048,SLC22A14,4,,
FBgn0053233,CG33233,HGNC:10971,OMIM:604995,SLC22A7,4,,
FBgn0053233,CG33233,HGNC:10972,OMIM:607581,SLC22A8,4,,
FBgn0053233,CG33233,HGNC:10966,OMIM:602608,SLC22A2,3,,
FBgn0053233,CG33233,HGNC:32935,OMIM:610792,SLC22A25,3,,
FBgn0053233,CG33233,HGNC:10963,OMIM:602607,SLC22A1,3,,
FBgn0053233,CG33233,HGNC:10967,OMIM:604842,SLC22A3,3,,
FBgn0053233,CG33233,HGNC:16874,OMIM:185861,SV2B,3,,
FBgn0053233,CG33233,HGNC:20566,OMIM:185860,SV2A,3,,
FBgn0053233,CG33233,HGNC:30670,OMIM:610291,SV2C,3,,
FBgn0053233,CG33233,HGNC:17989,OMIM:607096,SLC22A12,3,220150,"220150[HYPOURICEMIA, RENAL, 1; RHUC1]"
FBgn0053233,CG33233,HGNC:18120,OMIM:607097,SLC22A11,3,,
FBgn0053233,CG33233,HGNC:16261,OMIM:607579,SLC22A9,3,,
FBgn0053233,CG33233,HGNC:28542,OMIM:611698,SLC22A24,3,,
FBgn0053233,CG33233,HGNC:18057,OMIM:607580,SLC22A10,3,,
FBgn0011828,Pxn,HGNC:14966,OMIM:605158,PXDN,13,269400,269400[ANTERIOR SEGMENT DYSGENESIS 7; ASGD7]
FBgn0011828,Pxn,HGNC:12015,OMIM:606765,TPO,5,274500,274500[THYROID DYSHORMONOGENESIS 2A; TDH2A]
FBgn0011828,Pxn,HGNC:26359,OMIM:615904,PXDNL,11,,
FBgn0011828,Pxn,HGNC:6678,OMIM:150205,LPO,4,,
FBgn0011828,Pxn,HGNC:7218,OMIM:606989,MPO,5,"104,300,254,600","104300[ALZHEIMER DISEASE; AD],254600[MYELOPEROXIDASE DEFICIENCY; MPOD]"
FBgn0011828,Pxn,HGNC:3423,OMIM:131399,EPX,5,261500,261500[EOSINOPHIL PEROXIDASE DEFICIENCY; EPXD]
FBgn0010905,Spn,HGNC:14946,OMIM:602468,PPP1R9A,11,,
FBgn0010905,Spn,HGNC:9298,OMIM:603325,PPP1R9B,9,,
FBgn0010905,Spn,HGNC:27312,OMIM:619233,SAMD14,3,,
FBgn0035348,CG16758,HGNC:7892,OMIM:164050,PNP,14,613179,613179[PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY]
FBgn0044452,Atg2,HGNC:29028,OMIM:616225,ATG2A,13,,
FBgn0044452,Atg2,HGNC:20187,OMIM:616226,ATG2B,14,,
FBgn0040308,Jafrac2,HGNC:17169,OMIM:300927,PRDX4,14,,
FBgn0040308,Jafrac2,HGNC:9352,OMIM:176763,PRDX1,4,277400,"277400[METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE; MAHCC]"
FBgn0040308,Jafrac2,HGNC:9354,OMIM:604769,PRDX3,4,,
FBgn0040308,Jafrac2,HGNC:9353,OMIM:600538,PRDX2,4,,
FBgn0035397,PAN3,HGNC:29991,OMIM:617448,PAN3,12,,
FBgn0052488,CG32488,HGNC:30259,OMIM:609246,PDXP,10,,
FBgn0052488,CG32488,HGNC:8909,OMIM:172280,PGP,11,,
FBgn0001233,Hsp83,HGNC:5258,OMIM:140572,HSP90AB1,14,,
FBgn0001233,Hsp83,HGNC:5253,OMIM:140571,HSP90AA1,14,,
FBgn0001233,Hsp83,HGNC:12028,OMIM:191175,HSP90B1,4,,
FBgn0001233,Hsp83,HGNC:5259,,HSP90AB3P,3,,
FBgn0035438,PHGPx,HGNC:4556,OMIM:138322,GPX4,9,250220,"250220[SPONDYLOMETAPHYSEAL DYSPLASIA, SEDAGHATIAN TYPE; SMDS]"
FBgn0035438,PHGPx,HGNC:4559,OMIM:615784,GPX7,5,,
FBgn0035438,PHGPx,HGNC:33100,OMIM:617172,GPX8,6,,
FBgn0004167,kst,HGNC:11274,OMIM:182870,SPTB,3,"616,649,617,948","616649[SPHEROCYTOSIS, TYPE 2; SPH2],617948[ELLIPTOCYTOSIS 3; EL3]"
FBgn0004167,kst,HGNC:15680,OMIM:605916,SPTBN5,13,,
FBgn0004167,kst,HGNC:14896,OMIM:606214,SPTBN4,3,617519,"617519[NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEUROPATHY, AND DEAFNESS; NEDHND]"
FBgn0004167,kst,HGNC:11276,OMIM:604985,SPTBN2,3,"600,224,615,386","600224[SPINOCEREBELLAR ATAXIA 5; SCA5],615386[SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14; SCAR14]"
FBgn0004167,kst,HGNC:11275,OMIM:182790,SPTBN1,3,,
FBgn0035422,RpL28,HGNC:10330,OMIM:603638,RPL28,13,,
FBgn0035420,hob,HGNC:28960,OMIM:610664,KIAA0100,13,,
FBgn0035402,Usp5,HGNC:12611,OMIM:603591,USP13,12,,
FBgn0035402,Usp5,HGNC:12628,OMIM:601447,USP5,13,,
FBgn0026189,promL,HGNC:20685,OMIM:617160,PROM2,10,,
FBgn0026189,promL,HGNC:9454,OMIM:604365,PROM1,13,"603,786,608,051,612,000,000,000","603786[STARGARDT DISEASE 4; STGD4],608051[MACULAR DYSTROPHY, RETINAL, 2; MCDR2],612095[RETINITIS PIGMENTOSA 41; RP41],612657[CONE-ROD DYSTROPHY 12; CORD12]"
FBgn0035452,CG10359,HGNC:3624,OMIM:601624,FCN2,3,,
FBgn0035452,CG10359,HGNC:3623,OMIM:601252,FCN1,3,,
FBgn0035452,CG10359,HGNC:25922,OMIM:613357,FIBCD1,4,,
FBgn0035452,CG10359,HGNC:3695,OMIM:605776,FGL1,3,,
FBgn0035452,CG10359,HGNC:3625,OMIM:604973,FCN3,3,613860,613860[FICOLIN 3 DEFICIENCY]
FBgn0035452,CG10359,HGNC:7035,OMIM:600596,MFAP4,3,,
FBgn0026259,eIF5B,HGNC:30793,OMIM:606086,EIF5B,13,,
FBgn0004888,Scsalpha1,HGNC:11449,OMIM:611224,SUCLG1,15,245400,245400[MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA); MTDPS9]
FBgn0035469,Lamtor4,HGNC:33772,OMIM:618834,LAMTOR4,12,,
FBgn0035471,Sc2,HGNC:4551,OMIM:610057,TECR,13,614020,"614020[MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14; MRT14]"
FBgn0035471,Sc2,HGNC:27365,OMIM:617242,TECRL,8,614021,"614021[VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 3; CPVT3]"
FBgn0035473,mge,HGNC:18002,OMIM:607046,TOMM22,15,,
FBgn0052262,CG32262,HGNC:7224,OMIM:137960,MPV17,4,"256,810,618,400","256810[MITOCHONDRIAL DNA DEPLETION SYNDROME 6 (HEPATOCEREBRAL TYPE); MTDPS6],618400[CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2EE; CMT2EE]"
FBgn0052262,CG32262,HGNC:28177,OMIM:616133,MPV17L2,10,,
FBgn0052262,CG32262,HGNC:9716,OMIM:617399,PXMP2,3,,
FBgn0035498,Fit1,HGNC:15889,OMIM:607900,FERMT1,13,173650,173650[KINDLER SYNDROME; KNDLRS]
FBgn0035498,Fit1,HGNC:15767,OMIM:607746,FERMT2,14,,
FBgn0035498,Fit1,HGNC:23151,OMIM:607901,FERMT3,10,612840,"612840[LEUKOCYTE ADHESION DEFICIENCY, TYPE III; LAD3]"
FBgn0028484,Ack,HGNC:19297,OMIM:606994,TNK2,12,,
FBgn0028484,Ack,HGNC:11940,OMIM:608076,TNK1,8,,
FBgn0003206,Ras64B,HGNC:10447,OMIM:165090,RRAS,9,,
FBgn0003206,Ras64B,HGNC:6407,OMIM:190070,KRAS,4,"108,010,109,800,114,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","108010[ARTERIOVENOUS MALFORMATIONS OF THE BRAIN],109800[BLADDER CANCER],114480[BREAST CANCER],137215[GASTRIC CANCER, HEREDITARY DIFFUSE; HDGC],163200[SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME; SFM],211980[LUNG CANCER],260350[PANCREATIC CANCER],600268[OCULOECTODERMAL SYNDROME; OES],601626[LEUKEMIA, ACUTE MYELOID; AML],609942[NOONAN SYNDROME 3; NS3],614470[RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER; RALD],615278[CARDIOFACIOCUTANEOUS SYNDROME 2; CFC2]"
FBgn0003206,Ras64B,HGNC:7989,OMIM:164790,NRAS,3,"114,500,137,550,162,000,000,000,000,000,000,000,000,000,000,000","114500[COLORECTAL CANCER; CRC],137550[MELANOCYTIC NEVUS SYNDROME, CONGENITAL; CMNS],162900[NEVUS, EPIDERMAL],163200[SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME; SFM],188470[THYROID CANCER, NONMEDULLARY, 2; NMTC2],249400[MELANOSIS, NEUROCUTANEOUS; NCMS],613224[NOONAN SYNDROME 6; NS6],614470[RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER; RALD]"
FBgn0003206,Ras64B,HGNC:17271,OMIM:600098,RRAS2,13,618624,618624[NOONAN SYNDROME 12; NS12]
FBgn0003206,Ras64B,HGNC:5173,OMIM:190020,HRAS,4,"109,800,137,550,162,000,000,000,000,000,000,000","109800[BLADDER CANCER],137550[MELANOCYTIC NEVUS SYNDROME, CONGENITAL; CMNS],162900[NEVUS, EPIDERMAL],163200[SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME; SFM],188470[THYROID CANCER, NONMEDULLARY, 2; NMTC2],218040[COSTELLO SYNDROME; CSTLO]"
FBgn0040696,CG18675,HGNC:1301,OMIM:615494,CFAP298,13,615500,"615500[CILIARY DYSKINESIA, PRIMARY, 26; CILD26]"
FBgn0040696,CG18675,HGNC:11657,OMIM:608365,TCP10L,3,,
FBgn0035515,CG14997,HGNC:20390,OMIM:617658,SQOR,14,619221,619221[SULFIDE:QUINONE OXIDOREDUCTASE DEFICIENCY; SQORD]
FBgn0035519,CG1309,HGNC:13921,OMIM:142620,ABHD16A,14,,
FBgn0035519,CG1309,HGNC:16128,,ABHD16B,10,,
FBgn0041630,Hexo1,HGNC:4878,OMIM:606869,HEXA,8,272800,272800[TAY-SACHS DISEASE; TSD]
FBgn0041630,Hexo1,HGNC:4879,OMIM:606873,HEXB,9,268800,268800[SANDHOFF DISEASE]
FBgn0004574,Rop,HGNC:11446,OMIM:608339,STXBP3,6,,
FBgn0004574,Rop,HGNC:11445,OMIM:601717,STXBP2,10,613101,"613101[HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 5, WITH OR WITHOUT MICROVILLUS INCLUSION DISEASE; FHL5]"
FBgn0004574,Rop,HGNC:11444,OMIM:602926,STXBP1,15,612164,612164[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 4; DEE4]
FBgn0035499,Chd64,HGNC:2155,OMIM:600806,CNN1,6,,
FBgn0035499,Chd64,HGNC:2156,OMIM:602373,CNN2,5,,
FBgn0035499,Chd64,HGNC:2157,OMIM:602374,CNN3,5,,
FBgn0035499,Chd64,HGNC:11553,OMIM:600818,TAGLN,6,,
FBgn0035499,Chd64,HGNC:11554,OMIM:604634,TAGLN2,8,,
FBgn0035499,Chd64,HGNC:29868,OMIM:607953,TAGLN3,9,,
FBgn0035491,Dpy-30L2,HGNC:24590,OMIM:612032,DPY30,8,,
FBgn0035539,slow,HGNC:13944,OMIM:609897,EGFL8,6,,
FBgn0035539,slow,HGNC:20594,OMIM:608582,EGFL7,8,,
FBgn0035574,RhoGEF64C,HGNC:14592,OMIM:606450,NET1,3,,
FBgn0035574,RhoGEF64C,HGNC:683,OMIM:612115,ARHGEF3,3,,
FBgn0027085,LeuRS-m,HGNC:17095,OMIM:604544,LARS2,15,"615,300,617,021","615300[PERRAULT SYNDROME 4; PRLTS4],617021[HYDROPS, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA; HLASA]"
FBgn0035581,Dnah3,HGNC:2951,OMIM:603336,DNAH6,3,,
FBgn0035581,Dnah3,HGNC:2949,OMIM:603334,DNAH3,13,,
FBgn0035581,Dnah3,HGNC:2952,OMIM:603337,DNAH8,3,619095,619095[SPERMATOGENIC FAILURE 46; SPGF46]
FBgn0035581,Dnah3,HGNC:2940,OMIM:603332,DNAH1,3,"617,576,617,577","617576[SPERMATOGENIC FAILURE 18; SPGF18],617577[CILIARY DYSKINESIA, PRIMARY, 37; CILD37]"
FBgn0035581,Dnah3,HGNC:18661,OMIM:610061,DNAH7,5,,
FBgn0035581,Dnah3,HGNC:2953,OMIM:603330,DNAH9,3,618300,"618300[CILIARY DYSKINESIA, PRIMARY, 40; CILD40]"
FBgn0035581,Dnah3,HGNC:2942,OMIM:603339,DNAH11,3,611884,"611884[CILIARY DYSKINESIA, PRIMARY, 7; CILD7]"
FBgn0035581,Dnah3,HGNC:2950,OMIM:603335,DNAH5,3,608644,"608644[CILIARY DYSKINESIA, PRIMARY, 3; CILD3]"
FBgn0035581,Dnah3,HGNC:2948,OMIM:603333,DNAH2,3,619094,619094[SPERMATOGENIC FAILURE 45; SPGF45]
FBgn0035581,Dnah3,HGNC:2941,OMIM:605884,DNAH10,3,,
FBgn0035581,Dnah3,HGNC:2946,OMIM:610063,DNAH17,3,618643,618643[SPERMATOGENIC FAILURE 39; SPGF39]
FBgn0035581,Dnah3,HGNC:2943,OMIM:603340,DNAH12,4,,
FBgn0035567,CG7514,HGNC:10981,OMIM:604165,SLC25A11,10,618464,618464[PARAGANGLIOMAS 6; PGL6]
FBgn0035585,ATPsynCF6L,HGNC:847,OMIM:603152,ATP5PF,10,,
FBgn0035584,CG17030,HGNC:12490,OMIM:603890,UBE2L6,4,,
FBgn0035584,CG17030,HGNC:12488,OMIM:603721,UBE2L3,4,,
FBgn0030234,CG15211,HGNC:19178,OMIM:607890,CMTM7,4,,
FBgn0030234,CG15211,HGNC:19177,OMIM:607889,CMTM6,6,,
FBgn0030234,CG15211,HGNC:19175,OMIM:607887,CMTM4,9,,
FBgn0030234,CG15211,HGNC:9087,OMIM:300112,PLP2,4,,
FBgn0030234,CG15211,HGNC:19174,OMIM:607886,CMTM3,4,,
FBgn0030234,CG15211,HGNC:18553,OMIM:600340,PLLP,5,,
FBgn0030234,CG15211,HGNC:19179,OMIM:607891,CMTM8,4,,
FBgn0030234,CG15211,HGNC:13253,OMIM:616074,CKLF,3,,
FBgn0030234,CG15211,HGNC:19176,OMIM:607888,CMTM5,3,,
FBgn0030239,CG17333,HGNC:8903,OMIM:604951,PGLS,15,,
FBgn0030251,CG2145,HGNC:14369,OMIM:606720,ENDOU,12,,
FBgn0003360,sesB,HGNC:10992,OMIM:300151,SLC25A6,9,,
FBgn0003360,sesB,HGNC:10991,OMIM:300150,SLC25A5,10,,
FBgn0003360,sesB,HGNC:25319,OMIM:610796,SLC25A31,8,,
FBgn0003360,sesB,HGNC:10990,OMIM:103220,SLC25A4,12,"609,283,615,418,617,000","609283[PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 2; PEOA2],615418[MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE; MTDPS12B],617184[MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT; MTDPS12A]"
FBgn0025111,Ant2,HGNC:10992,OMIM:300151,SLC25A6,9,,
FBgn0025111,Ant2,HGNC:10991,OMIM:300150,SLC25A5,9,,
FBgn0025111,Ant2,HGNC:25319,OMIM:610796,SLC25A31,8,,
FBgn0025111,Ant2,HGNC:10990,OMIM:103220,SLC25A4,10,"609,283,615,418,617,000","609283[PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 2; PEOA2],615418[MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE; MTDPS12B],617184[MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT; MTDPS12A]"
FBgn0030263,CG2076,HGNC:17281,OMIM:619205,GHITM,14,,
FBgn0015245,Hsp60A,HGNC:5261,OMIM:118190,HSPD1,15,"605,280,612,233","605280[SPASTIC PARAPLEGIA 13, AUTOSOMAL DOMINANT; SPG13],612233[LEUKODYSTROPHY, HYPOMYELINATING, 4; HLD4]"
FBgn0028686,Rpt3,HGNC:9551,OMIM:602707,PSMC4,15,,
FBgn0030276,Dlic,HGNC:2966,OMIM:611406,DYNC1LI2,13,,
FBgn0030276,Dlic,HGNC:18745,OMIM:615890,DYNC1LI1,13,,
FBgn0030286,Gapvd1,HGNC:23375,OMIM:611714,GAPVD1,14,,
FBgn0028421,Kap3,HGNC:17060,OMIM:601836,KIFAP3,15,,
FBgn0020255,Ran,HGNC:9846,OMIM:601179,RAN,13,,
FBgn0030268,Klp10A,HGNC:6393,OMIM:604538,KIF2C,11,,
FBgn0030268,Klp10A,HGNC:6318,OMIM:602591,KIF2A,14,615411,"615411[CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 3; CDCBM3]"
FBgn0030268,Klp10A,HGNC:29443,OMIM:615142,KIF2B,9,,
FBgn0030268,Klp10A,HGNC:19916,OMIM:613747,KIF24,4,,
FBgn0010391,SrpRalpha,HGNC:11307,OMIM:182180,SRPRA,14,,
FBgn0001145,Gs2,HGNC:4341,OMIM:138290,GLUL,14,610015,"610015[GLUTAMINE DEFICIENCY, CONGENITAL]"
FBgn0030306,Spase25,HGNC:28962,OMIM:619411,SPCS2,14,,
FBgn0004370,Ptp10D,HGNC:9665,OMIM:176882,PTPRB,11,,
FBgn0004370,Ptp10D,HGNC:9673,OMIM:600925,PTPRJ,6,114500,114500[COLORECTAL CANCER; CRC]
FBgn0004370,Ptp10D,HGNC:9678,OMIM:600579,PTPRO,4,614196,"614196[NEPHROTIC SYNDROME, TYPE 6; NPHS6]"
FBgn0004370,Ptp10D,HGNC:9672,OMIM:602510,PTPRH,5,,
FBgn0030329,prtp,HGNC:21073,OMIM:616412,TXNDC5,13,,
FBgn0030330,Tango10,HGNC:33758,,BTBD17,11,,
FBgn0030330,Tango10,HGNC:6564,OMIM:600626,LGALS3BP,3,,
FBgn0030339,Cyp28c1,HGNC:2638,OMIM:605325,CYP3A5,3,145500,"145500[HYPERTENSION, ESSENTIAL]"
FBgn0030339,Cyp28c1,HGNC:17450,OMIM:606534,CYP3A43,3,,
FBgn0030339,Cyp28c1,HGNC:11609,OMIM:274180,TBXAS1,4,231095,231095[GHOSAL HEMATODIAPHYSEAL DYSPLASIA; GHDD]
FBgn0030339,Cyp28c1,HGNC:2637,OMIM:124010,CYP3A4,3,619073,"619073[VITAMIN D-DEPENDENT RICKETS, TYPE 3; VDDR3]"
FBgn0030339,Cyp28c1,HGNC:51504,,CYP3A7-CYP3A51P,3,,
FBgn0030343,ATP7,HGNC:870,OMIM:606882,ATP7B,13,277900,277900[WILSON DISEASE; WND]
FBgn0030343,ATP7,HGNC:869,OMIM:300011,ATP7A,13,"300,489,304,150,309,000","300489[SPINAL MUSCULAR ATROPHY, DISTAL, X-LINKED 3; SMAX3],304150[OCCIPITAL HORN SYNDROME; OHS],309400[MENKES DISEASE; MNK]"
FBgn0030362,regucalcin,HGNC:9989,OMIM:300212,RGN,15,,
FBgn0030359,CG18130,HGNC:16473,OMIM:607421,NME8,3,610852,"610852[CILIARY DYSKINESIA, PRIMARY, 6; CILD6]"
FBgn0030359,CG18130,HGNC:21343,OMIM:618584,NME9,6,,
FBgn0001218,Hsc70-3,HGNC:5232,OMIM:140550,HSPA1A,3,,
FBgn0001218,Hsc70-3,HGNC:5233,OMIM:603012,HSPA1B,4,,
FBgn0001218,Hsc70-3,HGNC:5234,OMIM:140559,HSPA1L,4,,
FBgn0001218,Hsc70-3,HGNC:5238,OMIM:138120,HSPA5,15,,
FBgn0001218,Hsc70-3,HGNC:5244,OMIM:600548,HSPA9,3,"182,170,616,854","182170[ANEMIA, SIDEROBLASTIC, 4; SIDBA4],616854[EVEN-PLUS SYNDROME; EVPLS]"
FBgn0001218,Hsc70-3,HGNC:5239,OMIM:140555,HSPA6,4,,
FBgn0001218,Hsc70-3,HGNC:5235,OMIM:140560,HSPA2,4,,
FBgn0001218,Hsc70-3,HGNC:5241,OMIM:600816,HSPA8,4,,
FBgn0030369,Cyp318a1,HGNC:20244,OMIM:614999,CYP4X1,3,,
FBgn0030369,Cyp318a1,HGNC:2644,OMIM:124075,CYP4B1,3,,
FBgn0030384,CG2577,HGNC:2456,OMIM:604253,CSNK1G3,3,,
FBgn0030384,CG2577,HGNC:2451,OMIM:600505,CSNK1A1,6,,
FBgn0030384,CG2577,HGNC:2454,OMIM:606274,CSNK1G1,3,,
FBgn0030384,CG2577,HGNC:20289,,CSNK1A1L,4,,
FBgn0030384,CG2577,HGNC:2453,OMIM:600863,CSNK1E,3,,
FBgn0030384,CG2577,HGNC:2455,OMIM:602214,CSNK1G2,3,,
FBgn0030384,CG2577,HGNC:2452,OMIM:600864,CSNK1D,3,615224,"615224[ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2; FASPS2]"
FBgn0052654,Sec16,HGNC:29006,OMIM:612854,SEC16A,10,,
FBgn0052654,Sec16,HGNC:30301,OMIM:612855,SEC16B,5,,
FBgn0052654,Sec16,HGNC:53757,,CRYZL2P-SEC16B,3,,
FBgn0030403,CG1824,HGNC:41,OMIM:605454,ABCB10,4,,
FBgn0030403,CG1824,HGNC:49,OMIM:605464,ABCB8,13,,
FBgn0015024,CkIalpha,HGNC:2451,OMIM:600505,CSNK1A1,15,,
FBgn0015024,CkIalpha,HGNC:20289,,CSNK1A1L,11,,
FBgn0015024,CkIalpha,HGNC:2453,OMIM:600863,CSNK1E,3,,
FBgn0015024,CkIalpha,HGNC:2452,OMIM:600864,CSNK1D,5,615224,"615224[ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2; FASPS2]"
FBgn0015024,CkIalpha,HGNC:53829,,TPTEP2-CSNK1E,3,,
FBgn0052649,Coq8,HGNC:16812,OMIM:606980,COQ8A,12,612016,"612016[COENZYME Q10 DEFICIENCY, PRIMARY, 4; COQ10D4]"
FBgn0052649,Coq8,HGNC:19041,OMIM:615567,COQ8B,15,615573,"615573[NEPHROTIC SYNDROME, TYPE 9; NPHS9]"
FBgn0020513,Paics,HGNC:8587,OMIM:172439,PAICS,14,,
FBgn0030460,Coq5,HGNC:28722,OMIM:616359,COQ5,13,619028,"619028[COENZYME Q10 DEFICIENCY, PRIMARY, 9; COQ10D9]"
FBgn0025463,Bap60,HGNC:11106,OMIM:601735,SMARCD1,15,618779,618779[COFFIN-SIRIS SYNDROME 11; CSS11]
FBgn0025463,Bap60,HGNC:11107,OMIM:601736,SMARCD2,11,617475,617475[SPECIFIC GRANULE DEFICIENCY 2; SGD2]
FBgn0025463,Bap60,HGNC:11108,OMIM:601737,SMARCD3,11,,
